NOME,REGIAO
KÁTIA MARIA DE MEDEIROS,CRECI 17ª Região / RN
PAULO ROBERTO SAMPAIO HORTA,CRECI 15ª Região / CE
JOHANNES MATHEUS DE CASTRO VARELA,CRECI 17ª Região / RN
ERINALDO DE SANTANA,CRECI 17ª Região / RN
RACHID PEREIRA BAQUIL,CRECI 20ª Região / MA
CARLOS EUGENIO MOREIRA MILITÃO,CRECI 15ª Região / CE
LETICIA MAYARA RIBEIRO,CRECI 19ª Região / MT
FABIANO MAGNO DE SABOIA SANTOS,CRECI 15ª Região / CE
ALIRIO MORO,CRECI 19ª Região / MT
JOSE EDILTON HOLANDA DE MIRANDA,CRECI 15ª Região / CE
JOVANIA CRISALES OLIVEIRA DA SILVA,CRECI 20ª Região / MA
APARECIDA LEITE SOUZA,CRECI 21ª Região / PB
JOSÉ REUDISMAN SOBREIRA DE LIMA,CRECI 17ª Região / RN
DIEGO RAFAEL MONTES DE AMORIM,CRECI 19ª Região / MT
MARIO ALAN PIRES DE FREITAS,CRECI 15ª Região / CE
SALOAR FERREIRA DE LIMA,CRECI 17ª Região / RN
ANTONIO SERAFIM DE SOUZA,CRECI 21ª Região / PB
SIDNEY ASSIS DE OLIVEIRA,CRECI 17ª Região / RN
ELIANE MARA MARQUES MENDES,CRECI 20ª Região / MA
JOSINALVA BATISTA PORTO,CRECI 21ª Região / PB
WANDERLAN DOS SANTOS FARIAS,CRECI 21ª Região / PB
SERGIO MOREIRA DA SILVA,CRECI 19ª Região / MT
ANDRE RICARDO COSTA NASCIMENTO,CRECI 21ª Região / PB
WALTER LUIZ SOARES DOS SANTOS,CRECI 21ª Região / PB
FELIPE HELENIO DOS SANTOS LIMA,CRECI 21ª Região / PB
ALEXANDRE ROMULO SILVA DOS SANTOS,CRECI 20ª Região / MA
ALICE DA COSTA PORTO,CRECI 15ª Região / CE
GERALDO FIUZA LOPES LIMA,CRECI 15ª Região / CE
MARCOS ANTÔNIO GILA LIMA,CRECI 22ª Região / AL
OISINA DOLORES PIORSKI REGO ARAGAO,CRECI 20ª Região / MA
FRANKES LANE DE FREITAS SILVA,CRECI 20ª Região / MA
DORIANGLAY SOARES,CRECI 17ª Região / RN
JULIO CESAR VEIGA DE ALMEIDA,CRECI 15ª Região / CE
WYLLAMAR DA SILVA PEREIRA,CRECI 20ª Região / MA
FRANCISCO WESLEY NASCIMENTO DOS SANTOS,CRECI 15ª Região / CE
MOZART CAVALCANTI CORDEIRO,CRECI 7ª Região / PE
MARIA DAS GRAÇAS MODESTO DIAS,CRECI 7ª Região / PE
ANDREA CEZARIO VIEIRA,CRECI 20ª Região / MA
SUZANA ARAUJO DA SILVA,CRECI 15ª Região / CE
AIRLANE SILVEIRA FALCAO FIGUEREDO,CRECI 15ª Região / CE
ANTONIO RODRIGUES CHAVES,CRECI 23ª Região / PI
FRANCISCO ARNALDO MENESES SALDANHA JUNIOR,CRECI 15ª Região / CE
JOSE MARTINS DOS ANJOS,CRECI 23ª Região / PI
KRISTOFFESON BATISTA DE MORAIS,CRECI 15ª Região / CE
LÍLIAN CAROLINE DOS SANTOS UCHOA,CRECI 15ª Região / CE
ALEXANDRE PORFIRIO TELES,CRECI 15ª Região / CE
JIMMY PETRIUS VASCONCELOS,CRECI 15ª Região / CE
ANDRE BRAGA MOREIRA MAGALHAES,CRECI 15ª Região / CE
JOÃO CARLOS APOLINÁRIO ALMEIDA,CRECI 15ª Região / CE
LUSIVALDA RODRIGUES CHAVES,CRECI 15ª Região / CE
MARCO AURELIO LEITAO MOURA,CRECI 20ª Região / MA
NIELSEN MENDES MOUSINHO,CRECI 20ª Região / MA
VAUDIONÔ AROUCHA FERREIRA,CRECI 20ª Região / MA
LAIS GABRIELLY BUENCO ARANTES,CRECI 19ª Região / MT
CLOVIS BRAZ DA SILVA,CRECI 7ª Região / PE
ELIANE LUIZA DA SILVA,CRECI 7ª Região / PE
CLODOALDO ROGERIO DE OLIVEIRA,CRECI 19ª Região / MT
DANIELLE RIBEIRO CORRÊA,CRECI 20ª Região / MA
EDNA CARVALHO DE SOUSA,CRECI 20ª Região / MA
EDUARDO MOREIRA MARTINS,CRECI 15ª Região / CE
GERMANA DO NASCIMENTO MENEZES,CRECI 15ª Região / CE
JOAO GUALBERTO GOMES DE SA JUNIOR,CRECI 15ª Região / CE
MARCEU SOUZA FARIAS,CRECI 28ª Região / AP
LUCIANA FACANHA TORRES,CRECI 15ª Região / CE
MARCIO ADRIANO ALVES PEREIRA,CRECI 23ª Região / PI
MARCUS FÁBIO MOREIRA PASSOS DE MORAIS,CRECI 15ª Região / CE
ROSMALIA GABRIELA MACEDO GONÇALVES,CRECI 20ª Região / MA
DIOGO FELIPE CAMILO,CRECI 19ª Região / MT
JOSÉ CLAUDIO DA SILVA,CRECI 20ª Região / MA
ANDREIA FERNANDES COSTA,CRECI 20ª Região / MA
CRISTINA CELIA LOUZEIRO GARROS,CRECI 20ª Região / MA
DAVID DOS SANTOS BASTOS LAPA,CRECI 23ª Região / PI
FRANCISCO ADRIANO MENDES MARIANO,CRECI 15ª Região / CE
CARMEN ADRIANA FERNANDEZ,CRECI 15ª Região / CE
ALFREDO TEIXEIRA PINTO JUNIOR,CRECI 26ª Região / AC
JOSE ALOISIO DE FARIAS BRITO FILHO,CRECI 15ª Região / CE
ROBSON FERREIRA VITOR,CRECI 22ª Região / AL
JOSÉ ALVES PINHEIRO JÚNIOR,CRECI 22ª Região / AL
JADILSON DE ALMEIDA SILVA,CRECI 22ª Região / AL
AURELIEN PIERRE PETRUZZI,CRECI 15ª Região / CE
SIDNEY RABELO BARBOSA,CRECI 15ª Região / CE
CECILIA ROSANE PLACIDO,CRECI 15ª Região / CE
GERCIONE BARROS CORREIA,CRECI 20ª Região / MA
OZANETE ALVES DE ALMEIDA,CRECI 15ª Região / CE
WANDA LUCIA MORAIS JORGE MELO CAMACHO,CRECI 15ª Região / CE
RENATO DA COSTA GATO,CRECI 28ª Região / AP
ANA ELLEN CAVALCANTE,CRECI 15ª Região / CE
ANDRE GUSTAVO FONSECA DE AZEVEDO,CRECI 20ª Região / MA
DEUSSON LIMA DA SILVA,CRECI 15ª Região / CE
ESDRA ALVES DA SILVA,CRECI 15ª Região / CE
LUCIANO DOMINGOS DE OLIVEIRA,CRECI 22ª Região / AL
MARCELLA VALESKA GIRÃO DE OLIVEIRA,CRECI 15ª Região / CE
MICHELE OLIVEIRA DE SOUSA,CRECI 15ª Região / CE
RICARDO GONCALVES SILVA,CRECI 15ª Região / CE
CARLA MOURA DE CASTRO,CRECI 15ª Região / CE
JOSE ANTONIO PEREIRA MARTINS ITAPARY,CRECI 20ª Região / MA
MARIA LUCILENE DA SILVA,CRECI 15ª Região / CE
NADJA CAVALCANTE NAZARETH,CRECI 16ª Região / SE
TERESINHA FERREIRA DE ALENCAR,CRECI 20ª Região / MA
JOÃO ALVES NETO,CRECI 20ª Região / MA
TARCISO DA SILVA BARBOSA JUNIOR,CRECI 21ª Região / PB
SILMARA DA SILVA SOUZA,CRECI 15ª Região / CE
DANIEL DEIVES BATISTA DE OLIVEIRA,CRECI 15ª Região / CE
MARCIA DINIZ PESSOA LIMA,CRECI 21ª Região / PB
MANOEL SILVA DE ANDRADE,CRECI 26ª Região / AC
ANIBAL ALBUQUERQUE SOBRAL,CRECI 15ª Região / CE
LUIS EDUARDO DA SILVA MEDEIROS,CRECI 21ª Região / PB
ROMERO BAUNILHA DIAS,CRECI 21ª Região / PB
CHARLEM QUEIROZ RODRIGUES,CRECI 20ª Região / MA
DAURIANE SILVA RODRIGUES,CRECI 20ª Região / MA
JOAO PEREIRA DA SILVA FILHO,CRECI 21ª Região / PB
ECTOR DE CARVALHO GOMES,CRECI 15ª Região / CE
LUANA NEGREIROS FREIRES,CRECI 28ª Região / AP
FABIANO CAVALCANTE BARBOSA,CRECI 15ª Região / CE
GERMANO ANTONIO LOPES DE OLIVEIRA,CRECI 15ª Região / CE
NIVANA IBIAPINA GUIMARAES,CRECI 15ª Região / CE
CLIDENOR FERRERIA DOS SANTOS,CRECI 20ª Região / MA
LEANDRO SAUER,CRECI 19ª Região / MT
JOÃO MANOEL SERRA COSTA,CRECI 20ª Região / MA
IACIRA GUTERRES ARAUJO,CRECI 20ª Região / MA
JOSÉ GLENILSON MAIA,CRECI 15ª Região / CE
ÁLVARO HENRIQUE MOREIRA DE ANDRADE,CRECI 20ª Região / MA
ANTONIO AMERICO ALMEIDA JUNIOR,CRECI 20ª Região / MA
GEORGE MARCIO LIMA COUTINHO,CRECI 15ª Região / CE
MARISELMA CAMARA DE LIMA,CRECI 15ª Região / CE
MICHELE DA SILVA FRANCA,CRECI 15ª Região / CE
VALBART HARISSON FERNANDES VIEIRA DE ALMEIDA,CRECI 15ª Região / CE
VANESSA HERICA BEZERRA CAVALCANTE,CRECI 15ª Região / CE
CAMILA ALMEIDA DE SOUZA,CRECI 26ª Região / AC
KARLA FABIANA COSTA E LIMA,CRECI 20ª Região / MA
MARIA LUCILEDA DE LIMA DOS SANTOS,CRECI 15ª Região / CE
DALMO MÚCIO SILVA DOS SANTOS,CRECI 17ª Região / RN
JOSE SERGIO PEREIRA DA SILVA,CRECI 17ª Região / RN
LUCI DE ARAÚJO DANTAS AZEVEDO,CRECI 17ª Região / RN
RONILDO BATISTA DO NASCIMENTO,CRECI 15ª Região / CE
FREDERICO RENNÊ BARRETO DE MELO,CRECI 15ª Região / CE
NELCINEI NAVES CORREIA,CRECI 19ª Região / MT
LISANDRA ARAUJO BARROS,CRECI 15ª Região / CE
LUCIA SIMONE DE VASCONCELOS,CRECI 15ª Região / CE
JÂNIO ALVES DE FREITAS,CRECI 17ª Região / RN
HUMBERTO ANTÔNIO MARTINS SOBRINHO,CRECI 17ª Região / RN
MANOEL EDNARDO DA SILVA,CRECI 17ª Região / RN
GEISA VELOSO MARACAIPE,CRECI 20ª Região / MA
JOSÉ FERREIRA ANDRADE DE OLIVEIRA,CRECI 20ª Região / MA
ROGERIO FELIX DA CRUZ,CRECI 17ª Região / RN
KERGINALDO PEREIRA DE CASTRO,CRECI 15ª Região / CE
FRANCISCO ERINEUDO DE OLIVEIRA,CRECI 15ª Região / CE
LEANDRO FILGUEIRAS SANTIAGO,CRECI 20ª Região / MA
JOAO MANOEL BEZERRA,CRECI 7ª Região / PE
WILLIAM CAVALCANTI BARROS,CRECI 21ª Região / PB
EDSON LIMA SILVA,CRECI 15ª Região / CE
ANTONIO AURIVAN LIMA JUNIOR,CRECI 15ª Região / CE
ZEQUIEL SILVA BARROS,CRECI 28ª Região / AP
DENILSON CRUZ OLIVEIRA SANTOS,CRECI 16ª Região / SE
MAYRA LUZIA MOTA DE ALMEIDA,CRECI 16ª Região / SE
MARIA EDNA DA SILVA,CRECI 15ª Região / CE
PATRICIA FREITAS LOBAO,CRECI 15ª Região / CE
JOSE DE RIBAMAR MIRANDA CABRAL,CRECI 20ª Região / MA
GLAUCIENE BENICIO MARROCOS,CRECI 15ª Região / CE
DEMOCRITO JANGUTTA JUNIOR,CRECI 21ª Região / PB
LEONARDO WINSTON PORTO SIQUEIRA,CRECI 15ª Região / CE
WANESSA MARIA CINTRA SOUZA NEVES,CRECI 15ª Região / CE
IVETE BORGES RODRIGUES,CRECI 17ª Região / RN
ANTONIO EDUARDO DANTAS DE SÁ,CRECI 20ª Região / MA
DELCO LUIZ DA SILVA,CRECI 19ª Região / MT
OSVALDO EDUARDO DA SILVA FILHO,CRECI 20ª Região / MA
RENAN RODRIGUES DA SILVA,CRECI 20ª Região / MA
ALEXSANDRA COSTA VIANA,CRECI 15ª Região / CE
MEIRE APARECIDA BRENTEGONI,CRECI 20ª Região / MA
ARISTOTELES LINHARES DE OLIVEIRA,CRECI 15ª Região / CE
ATILA TEIXEIRA GONÇALVES,CRECI 15ª Região / CE
FRANCISCO JOSÉ MENDES BARROSO,CRECI 15ª Região / CE
HAROLDO VIANA SILVEIRA JR,CRECI 15ª Região / CE
ADELIA CLAUDIA MINDÊLLO MONTEIRO,CRECI 7ª Região / PE
MARIA FABRICIA CALIXTO TEIXEIRA,CRECI 15ª Região / CE
MARTHA SHEILLA DO CARMO MONTEIRO,CRECI 15ª Região / CE
OLIVALDO HERMES LEANDRO,CRECI 22ª Região / AL
PATRICIA AUGUSTA CALDAS DE SOUZA,CRECI 17ª Região / RN
JORGE AJAME FILHO,CRECI 7ª Região / PE
ANTONIO JOSE LAUREANO VALDEVINO,CRECI 15ª Região / CE
MICHELINE TEIXEIRA DOS SANTOS,CRECI 15ª Região / CE
ADRIANO CARDOSO LEODIDO,CRECI 23ª Região / PI
CHRISTIANE MARIA ALMEIDA,CRECI 15ª Região / CE
CICERO FERREIRA DA SILVA NETO,CRECI 15ª Região / CE
FRANCISCO MARCELO CORDEIRO FILHO,CRECI 15ª Região / CE
RODRIGO DE ALBUQUERQUE NASCIMENTO,CRECI 20ª Região / MA
LIDIA IRENE LIBERATO BARROSO NUNES,CRECI 15ª Região / CE
AURELIO JOSE BANDEIRA LUZ,CRECI 15ª Região / CE
FRANAD NASCIMENTO ROCHA PINHEIRO,CRECI 20ª Região / MA
HELIO CORREA DA COSTA NETO,CRECI 19ª Região / MT
SOLANGE MARIA MENDES NOGUEIRA,CRECI 7ª Região / PE
JEAN CARLOS MERVILE DA SILVA,CRECI 7ª Região / PE
RUDIMAR FRANCISCO DAL MAGRO,CRECI 19ª Região / MT
DENNIS RODRIGUES DE VASCONCELLOS,CRECI 19ª Região / MT
LAERCI KOHNLEIN,CRECI 19ª Região / MT
THIAGO NAZARENO DE AGUIAR BRONZE,CRECI 28ª Região / AP
MARCIA BRAZ DE OLIVEIRA,CRECI 20ª Região / MA
JOSE CARLOS DOS ANJOS NETO,CRECI 21ª Região / PB
FRANCISCO ALEXANDRE PORTELA BARBOSA,CRECI 23ª Região / PI
LARRY ANFILOFEV,CRECI 19ª Região / MT
AGNALDO DE SOUSA RODRIGUES,CRECI 15ª Região / CE
ALEX MELOS DE MENDONCA,CRECI 15ª Região / CE
RHOSTAND KARSON DANTAS DE SOUZA,CRECI 21ª Região / PB
CRISTIANO COSTA ROMAO,CRECI 15ª Região / CE
ETIENNE DILDE MOTA,CRECI 20ª Região / MA
FRANCISCO PAZ DA COSTA JUNIOR,CRECI 15ª Região / CE
GILBERTO BRAGA TEIXEIRA JUNIOR,CRECI 15ª Região / CE
ALEGNA TEIXEIRA NAZÁRIO GREIDINGER MODESTO,CRECI 28ª Região / AP
ANDRÉ LUIS CAVALCANTE BENEZ,CRECI 9ª Região / BA
DORIEDSON MARAVILHA,CRECI 15ª Região / CE
ANALANDIA FIUZA BASTOS DE MORAES PINTO,CRECI 17ª Região / RN
ALESSANDRA SIRLEY CABRAL DE ALMEIDA,CRECI 21ª Região / PB
FRANCISCO PEREIRA DE ALENCAR,CRECI 15ª Região / CE
ANTONIO ANDRÉ MENDONÇA DE AZEVEDO,CRECI 15ª Região / CE
GERLÚCIO FELIPE DA SILVA,CRECI 15ª Região / CE
FÁTIMA MARIA EVANGELISTA DOS SANTOS,CRECI 20ª Região / MA
MAGNUS GABRIEL NOSCHANG,CRECI 19ª Região / MT
TANIA MIGUEL DUARTE,CRECI 21ª Região / PB
DAVID PONTES EUGENIO,CRECI 15ª Região / CE
EDVANE DE OLIVEIRA LIMA,CRECI 15ª Região / CE
GIVALDO CESAR SOBREIRA GOMES,CRECI 21ª Região / PB
SERGIO CANDIDO DA SILVA NETO,CRECI 21ª Região / PB
JOSÉ DANIEL FROTA CAVALCANTE,CRECI 15ª Região / CE
JOSE ROGERIO DOS SANTOS PEREIRA,CRECI 15ª Região / CE
CLEITON SERGIO JANISKI,CRECI 14ª Região / MS
LUCIANO LOPES BERNARDES,CRECI 19ª Região / MT
GEORGE HERINQUE DE ARAÚJO COSTA,CRECI 20ª Região / MA
ELAINE SILVA DE SOUSA,CRECI 20ª Região / MA
RITA DE CASSIA RIBEIRO BORGES,CRECI 20ª Região / MA
ANDREA RIBEIRO DE BARROS E VASCONCELOS,CRECI 20ª Região / MA
CRISTIANE NORONHA DE OLIVEIRA FREIRE,CRECI 15ª Região / CE
ELÂNIO JOSÉ DA SILVA BANDEIRA,CRECI 15ª Região / CE
ELIZANGELA FERNANDES MARTINS,CRECI 15ª Região / CE
FLAVIA PEARCE FURTADO,CRECI 15ª Região / CE
MARIA JOSE PINTO,CRECI 20ª Região / MA
MARLY DE SOUZA MURTA,CRECI 20ª Região / MA
SANTANA SOARES BEZERRA VIANA,CRECI 15ª Região / CE
ANTONIO RUDIMAR PERUZZO,CRECI 19ª Região / MT
AFONSO ARY DE MEDEIROS PEIXOTO,CRECI 20ª Região / MA
ANAELISA DE SOUSA RAMOS,CRECI 15ª Região / CE
ANTONIO LEANDRO BRAGA ALVES,CRECI 15ª Região / CE
DAMIÃO ALVES WANDERLEY JÚNIOR,CRECI 15ª Região / CE
FABIANA BEZERRA DE SOUZA,CRECI 15ª Região / CE
ADRIANA DO CARMO BEZERRA VASCONCELOS,CRECI 7ª Região / PE
MARCIO OPPELT,CRECI 19ª Região / MT
JOELMA SOARES DOS SANTOS,CRECI 15ª Região / CE
JERBASIO CANDIDO DA SILVA,CRECI 17ª Região / RN
OZIEL BEZERRA ALVES,CRECI 7ª Região / PE
CLAUDIO ROBERTO LIMA DE OLIVEIRA,CRECI 15ª Região / CE
ELISABETH CORREIA LIMA,CRECI 15ª Região / CE
ERNANI INACIO DE AGUIAR JUNIOR,CRECI 15ª Região / CE
RODRIGO DE ALMEIDA,CRECI 7ª Região / PE
SILVANIA VALERIA GOMES DA SILVA,CRECI 7ª Região / PE
EDSON ALVES MARTINS MIZUGUTI,CRECI 19ª Região / MT
JOAO EVANGELISTA DE ARAUJO NETO,CRECI 15ª Região / CE
ADAIR JORGE MOMBACH,CRECI 19ª Região / MT
GENILSON DA SILVA ALBUQUERQUE,CRECI 26ª Região / AC
VALCI DELFINO VICTOR,CRECI 15ª Região / CE
RICARDO DE OLIVEIRA DO NASCIMENTO,CRECI 15ª Região / CE
EVILASIO CHAVES SANTOS,CRECI 20ª Região / MA
MARIA TANIA ALEXANDRE BOTELHO DE OLIVEIRA,CRECI 7ª Região / PE
RAVELL MONTEIRO DA ROCHA,CRECI 26ª Região / AC
ODETE DE SOUSA PEREIRA,CRECI 15ª Região / CE
JANAINA ANA FIRMO,CRECI 15ª Região / CE
ALEXANDRE FRANCA FONTOURA,CRECI 15ª Região / CE
ALEXANDRA PAIXÃO SANTOS,CRECI 20ª Região / MA
ERICA LOPES DA SILVA,CRECI 15ª Região / CE
FRANCINEY DO NASCIMENTO BARROSO,CRECI 15ª Região / CE
LUCELIA MARIA NUNES HOLANDA,CRECI 15ª Região / CE
LUCIANA DE SOUSA ARAGÃO,CRECI 20ª Região / MA
JULIO FERRAZ ARCOVERDE,CRECI 23ª Região / PI
PABLO NEVES VASCONCELOS,CRECI 20ª Região / MA
ROOSEVELT ALVES SETUBAL JUNIOR,CRECI 20ª Região / MA
JOSÉ DENILSON ALVES TEIXEIRA,CRECI 15ª Região / CE
MAURICIO GARCIA SOUTO FARIA,CRECI 19ª Região / MT
FRANK KENNEDY LIMA DE OLIVEIRA,CRECI 15ª Região / CE
JEFFERSON DE SOUSA FERREIRA,CRECI 20ª Região / MA
MARCIO NONATO LIMA,CRECI 20ª Região / MA
EDCARLOS LIMA PINHEIRO,CRECI 26ª Região / AC
SILVIO FREIRE DE OLIVEIRA,CRECI 15ª Região / CE
FERNANDO ANTONIO SALGADO MAIA FILHO,CRECI 7ª Região / PE
SANDRA VALESKA GRANGEIRO BEZERRA,CRECI 15ª Região / CE
ADRIANA ALVES SILVA,CRECI 15ª Região / CE
FLAVIO HENRIQUE DE SOUSA SILVA,CRECI 15ª Região / CE
DORIAN DE SOUZA E SILVA,CRECI 19ª Região / MT
ROGERIO SALES VIDAL,CRECI 20ª Região / MA
TATIANA DA SILVA DE CARVALHO,CRECI 23ª Região / PI
JUSCELINO DE JESUS COSTA FERREIRA,CRECI 20ª Região / MA
LIVIO EDUARDO LIMA CARNEIRO,CRECI 20ª Região / MA
MARIA RAQUEL DOS SANTOS CRUZ SILVA,CRECI 20ª Região / MA
RENATO SHISLEY LIMA CORREIA,CRECI 15ª Região / CE
VALERIA MARIA ROMÃO PEREIRA,CRECI 15ª Região / CE
FRANCISCA MARIA DA SILVA CARDOSO,CRECI 23ª Região / PI
NATALIA NARITA DE BARROS NUNES,CRECI 23ª Região / PI
ANTONIO CELIO PAULINO FILHO,CRECI 15ª Região / CE
CARLOS PATRIOLINO DE ALBUQUERQUE NETO,CRECI 15ª Região / CE
JURACY DE OLIVEIRA AMARO,CRECI 7ª Região / PE
MARCELINE TEIXEIRA MORENO,CRECI 15ª Região / CE
SILVANA LOPES FERREIRA AGUIAR,CRECI 15ª Região / CE
ALOICER NEPOMUCENO PEREIRA DE ANDRADE,CRECI 15ª Região / CE
POLIANA CAVALCANTE DE BARROS,CRECI 7ª Região / PE
JALIZIO NEPOMUCENO PEREIRA DE ANDRADE,CRECI 15ª Região / CE
MARCIO ALVES BEZERRA,CRECI 15ª Região / CE
NAIANA RIFANE SOARES,CRECI 15ª Região / CE
LIA CLAUDIA COSTA PEREIRA,CRECI 20ª Região / MA
ROSALIA KENIA CERQUEIRA TORRES,CRECI 20ª Região / MA
ANTONIO LUIS LINS DA SILVA,CRECI 15ª Região / CE
ALTIERE ALVES GUALBERTO,CRECI 16ª Região / SE
ELIEZER ANDERSON FREITAS DE MORAES,CRECI 15ª Região / CE
PAULO ROBERTO OLIVEIRA DE MENEZES,CRECI 16ª Região / SE
PAULO CESAR LEMES,CRECI 19ª Região / MT
JOÃO BATISTA ARAÚJO SOARES,CRECI 20ª Região / MA
MARCIA MARIA REINALDO CUNHA,CRECI 23ª Região / PI
ADENIR MENDES FONTANELI,CRECI 19ª Região / MT
CLAYTON SOARES DE FIGUEIREDO,CRECI 19ª Região / MT
ERICK WAGNER FONTES CUNHA,CRECI 16ª Região / SE
RICARDO CESAR MENDONÇA JUNIOR,CRECI 15ª Região / CE
ROGÉRIO MARCELINO DE CASTRO,CRECI 15ª Região / CE
ROZELÂNIA MARQUES DO AMARAL OLIVEIRA,CRECI 23ª Região / PI
WAGNER DA CONCEIÇÃO NASCIMENTO,CRECI 16ª Região / SE
ADRIANO SOUZA DE ALMEIDA,CRECI 19ª Região / MT
JOSÉ ORLANDO CAVALCANTE,CRECI 15ª Região / CE
ADAILTON RODRIGUES CUNHA,CRECI 22ª Região / AL
EUCLIDES MOTA BATISTA,CRECI 20ª Região / MA
BARBARA JANAINA GOMES MONTERREY DUARTE,CRECI 15ª Região / CE
PETRÚCIO JOSÉ ARAÚJO MELO,CRECI 22ª Região / AL
JOSÉ HUYGNES BEZERRA DE CARVALHO FILHO,CRECI 15ª Região / CE
MARIA APARECIDA COSTA TAVARES VANDENHOVEN,CRECI 22ª Região / AL
DULCIMAR CASTELLO BRANCO ARRUDA,CRECI 20ª Região / MA
WILSON BARROSO LIMA FILHO,CRECI 15ª Região / CE
NETILSON JOSÉ DA SILVA,CRECI 22ª Região / AL
DANIEL ACCIOLY MONTELARES,CRECI 22ª Região / AL
ALMIR JOSE AZEVEDO,CRECI 19ª Região / MT
ANA PAULA BRAGA ALVES,CRECI 15ª Região / CE
ANTONIO LUCIELMO VIANA LUCAS,CRECI 15ª Região / CE
JOAO BATISTA SANTOS SOUZA,CRECI 19ª Região / MT
FRANCISCO ANTONIO ALMEIDA ARAGÃO,CRECI 15ª Região / CE
MAYCON DE MELO SALES,CRECI 27ª Região / RR
CARLOS DE FRANÇA DANTAS,CRECI 17ª Região / RN
MARIA IONETE REIS MAGNO,CRECI 20ª Região / MA
CLÁUDIA MARTINS RAPOSO,CRECI 17ª Região / RN
MOISES SOUSA SALES,CRECI 15ª Região / CE
VALERIUS HATIRO KATO FALEIROS,CRECI 19ª Região / MT
JEAN GOMES DE MEDEIROS,CRECI 17ª Região / RN
RODRIGO MATOS DE MATOS,CRECI 20ª Região / MA
CARLOS EDUARDO REGO DE OLIVEIRA,CRECI 17ª Região / RN
FRANCISCA LIGIA MESSIAS,CRECI 17ª Região / RN
FRANCISCA RUBENIA OLIVEIRA DE SOUSA,CRECI 15ª Região / CE
FRANCISCO DAS CHAGAS DE CANIBE RODRIGUES,CRECI 15ª Região / CE
LAUDECY ALMEIDA NAZÁRIO,CRECI 17ª Região / RN
LUIZ CANDIDO RODRIGUES PEREIRA,CRECI 19ª Região / MT
ANDRÉ FERNANDES DE ARAUJO,CRECI 17ª Região / RN
MARCIA MARIA CAMARA,CRECI 20ª Região / MA
MARCELO DOS REIS MAIA,CRECI 19ª Região / MT
MARLUS HENRIQUE DE OLIVEIRA AROUCHA,CRECI 20ª Região / MA
MARCIO APARECIDO DE CARVALHO,CRECI 19ª Região / MT
EUDES EDUARDO DA SILVA LEMOS,CRECI 17ª Região / RN
ANA PAULA DA SILVA LIMA,CRECI 15ª Região / CE
ANDREA ALVES DA SILVA,CRECI 15ª Região / CE
MAURICIO PINTO DE OLIVEIRA,CRECI 19ª Região / MT
CÍCERO ADRIANO DA SILVA BEM,CRECI 15ª Região / CE
CRISTIANE DOS SANTOS COSTA,CRECI 20ª Região / MA
ROZELAINE CLAUDIA DA SILVA SANTOS,CRECI 19ª Região / MT
MARCIO CAETANO DOS SANTOS,CRECI 15ª Região / CE
ROSILENE MORAIS DA SILVA,CRECI 20ª Região / MA
RUTH REGEA DE SOUZA,CRECI 20ª Região / MA
EDUARDO TEODORO DA SILVA,CRECI 21ª Região / PB
FREDERICO JORGE PORTO FERREIRA,CRECI 7ª Região / PE
FRANCO PINHEIRO COSTA,CRECI 20ª Região / MA
ANDRÉ GUILHERME BELEZA,CRECI 15ª Região / CE
ANESIA IANA FERREIRA COSTA,CRECI 20ª Região / MA
RICARDO DE ALMEIDA FERNANDES,CRECI 21ª Região / PB
JOSE APOLONIO CAMPELO DE CARVALHO,CRECI 15ª Região / CE
PAULO ANTONIO CORREA DE ASSIS,CRECI 15ª Região / CE
LEIDIAN BALBINO DA SILVA,CRECI 15ª Região / CE
CEZAR AUGUSTO MARTINS CANAVELLO,CRECI 7ª Região / PE
CARLOS EDUARDO MARTINS CANAVELLO,CRECI 7ª Região / PE
MIRIAN MATEUS FILGUEIRA,CRECI 15ª Região / CE
ADRIANO BEZERRA BESSA VIEIRA,CRECI 15ª Região / CE
ALBERONE RODRIGUES NOGUEIRA,CRECI 15ª Região / CE
ITAMAR MENESES DE FIGUEIREDO,CRECI 15ª Região / CE
ELIAS LIMA DA SILVA,CRECI 15ª Região / CE
CLAUDIO ADEMAR NEUMANN,CRECI 19ª Região / MT
HAMILSON JOSÉ ABRANTES GONÇALVES,CRECI 20ª Região / MA
MANOEL DE VASCONCELO SILVA,CRECI 7ª Região / PE
PRISCILA DE FATIMA DUARTE,CRECI 15ª Região / CE
MIRIAN DIAS DA SILVA,CRECI 7ª Região / PE
VALDENICE DE FREITAS LIMA,CRECI 26ª Região / AC
ALICIO REBELATO,CRECI 19ª Região / MT
EURILANDE ALMEIDA DOS SANTOS,CRECI 16ª Região / SE
GUTEMBERG MACIEL CORREIA,CRECI 7ª Região / PE
ANA PAULA DOS SANTOS PRATA,CRECI 16ª Região / SE
AGAPTO TUNES BEZERRA,CRECI 19ª Região / MT
PAULO ROBERTO LIMA DA SILVA,CRECI 15ª Região / CE
THIAGO DE JESUS CARVALHAL,CRECI 15ª Região / CE
EDIVANILSON RODRIGUES DA SILVA,CRECI 20ª Região / MA
FRANCISCA JANNE LOPES DA SILVA,CRECI 20ª Região / MA
ANDREA FERNANDA ANDRADE,CRECI 16ª Região / SE
LEONARDO RIBEIRO DE ARAUJO,CRECI 15ª Região / CE
LEONARDO DE SOUZA BERNAL,CRECI 19ª Região / MT
